"id","type_of_course","course_name","course_short_name","url_mask","enrollment_close_date","course_fee","course_duration","is_installment_facility","class_routine","is_new","is_featured","lms_course_id","status","exit_intent_id","old_pid","old_id","discarded","added_date","modified_date","mailchimp_interest_id","hide_from_list","show_new_refund_policy","new_refund_policy","refund_policy_tagline","show_freedownload_msg","freedownload_msg","show_freedownload_succ_msg","freedownload_succ_msg","is_new_welcome_email","new_welcome_email","freedownload_vdo_cnt","duration_type","show_type","time_interval","popup_id","ap_id","show_join_the_waitlist_msg","join_the_waitlist_msg","show_join_the_waitlist_succ_msg","join_the_waitlist_succ_msg","banner_short_information","show_govt_logo_cap","tags","ap_course_cat_id","welcome_call_required","payment_gateway","location_short_name","type_of_course_sec","show_govt_medhavi_logo"
"15","1","Tech team test in live edited","Tech team test in live","tech-team-test-in-live-edited","2023-11-30 20:40:00","3000","6","N","8hrs/Day","Y","N",,"A","204",,,"N","2023-01-04 11:32:27","2023-05-29 20:05:42",,"Y","N","","","N","","N","","N","","","month","T","0","0","186","N","","N","","","N","Remote International Work","1","Y","Cashfree","IN",,"0"
"14","13","Labour, Employment and Industrial Laws for HR Managers (from LawSikho)","LS-Labour Law","labour-employment-and-industrial-laws-for-hr-managers-from-lawsikho","2026-08-15 23:59:00","66000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2022-12-28 13:22:17","2026-08-10 12:08:18",,"N","N","","","N","","N","","N","","","month","T","0","0","14","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN","3","3"
"13","13","Executive Certificate Course in Prevention of Sexual Harassment at Workplace in International Organisations: US, UK, Canada, Singapore and Dubai","EC-POSH","executive-certificate-course-in-prevention-of-sexual-harassment-at-workplace-in-international-organisations-us-uk-canada-singapore-and-dubai","2026-03-31 23:59:00","51000","3","N","8-10 hours/week","Y","N",,"A","204",,,"N","2022-12-28 12:44:12","2026-03-17 12:03:54",,"N","N","","","N","","N","","N","","","month","T","0","0","13","N","","N","","","N","Remote International Work","11","Y","Cashfree","IN",,"0"
"12","13","Executive Certificate Course in International Labour Laws & Compliance: US, UK, Canada, Singapore, Dubai","EC-Intl. Labour Law","executive-certificate-course-in-international-labour-laws--compliance-us-uk-canada-singapore-dubai","2025-06-30 23:59:00","52650","3","N","8-10 hours/week","Y","N",,"A","204",,,"N","2022-12-27 17:32:09","2026-03-12 14:03:40",,"N","N","","","N","","N","","N","","","month","T","0","0","12","N","","N","","","N","Remote International Work","11","Y","Cashfree","IN",,"3"
"11","13","Strategic HR for Startups and Emerging Industries","EC-Strategic HR","strategic-hr-for-startups-and-emerging-industries","2024-05-08 23:59:00","60000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2022-12-25 13:05:19","2026-03-12 14:03:34",,"N","N","","","N","","N","","N","","","month","T","0","0","11","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN","3","3"
"10","13","Independent Directors Databank - Online Proficiency Self Assessment Test (Conducted by Indian Institute of Corporate Affairs)","Independent Directors","independent-directors-databank---online-proficiency-self-assessment-test-conducted-by-indian-institute-of-corporate-affairs","2022-12-13 19:28:00","40000","3","N","8-10 hours/week","Y","N",,"P","204",,,"N","2022-12-14 19:00:59","2023-10-13 15:10:08",,"Y","N","","","N","","N","","N","","","month","T","0","0","10","N","","N","","","Y","Remote International Work","1","Y","Cashfree","IN",,"1"
"9","13","(6 months) Diploma in International Data Protection and Privacy Laws","Inter. Data protection","6-months-diploma-in-international-data-protection-and-privacy-laws","2023-09-30 23:59:00","50000","6","N","8-10 hours/week","Y","N",,"P","204",,,"N","2022-12-14 18:09:19","2023-10-13 19:10:33",,"Y","N","","","N","","N","","N","","","month","T","0","0","9","N","","N","","","Y","Remote International Work","13","Y","Cashfree","IN",,"1"
"8","13","Remote freelancing and profile building program","Remote freelancing and profile building program","remote-freelancing-and-profile-building-program","2026-08-31 23:59:00","63000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2022-12-14 17:30:56","2026-08-21 19:08:19",,"N","N","","","N","","N","","N","","","month","T","0","0","8","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN",,"3"
"7","13","(6 Months)Test Prep Course for Certified Information Privacy Professional Exam [EU GDPR, US and Canada]","Cert. Infor. privacy profession- E/US/C","6-monthstest-prep-course-for-certified-information-privacy-professional-exam-eu-gdpr-us-and-canada","2023-10-15 23:59:00","36600","6","N","8-10 hours/week","Y","N",,"P","204",,,"N","2022-12-14 16:51:38","2023-10-13 19:10:39",,"N","N","","","N","","N","","N","","","month","T","0","0","7","N","","N","","","Y","Remote International Work","16","Y","Cashfree","IN",,"1"
"6","13","Personal Branding Program for Corporate Leaders","Personal Branding Program for Corporate Leaders","personal-branding-program-for-corporate-leaders","2025-11-30 23:59:00","69000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2022-12-14 16:21:40","2026-08-21 14:08:59",,"N","N","","","N","","N","","N","","","month","T","0","0","6","N","","N","","","N","Remote International Work","10","Y","Cashfree","IN",,"3"
"5","13","TEST DIPAK 1 edited by mayukh","Dipak Test","test-dipak-1-edited-by-mayukh","2022-12-13 14:38:00","15000","6","N","4-6 hrs/week","Y","N",,"A","204",,,"N","2022-12-13 14:42:34","2026-06-15 11:06:58",,"Y","N","","","N","","N","","N","","","month","T","0","0","5","Y","","Y","","","N","Remote International Work","3","Y","","IN",,"0"
"4","11","(old) Diploma in International Contract Negotiation, Drafting and Enforcement","Drafting and Enforcement","old-diploma-in-international-contract-negotiation-drafting-and-enforcement","2022-12-05 14:07:00","50000","6","N","4-6 hrs/week","Y","N",,"P","204",,,"N","2022-12-13 12:50:02","2023-08-31 21:08:45",,"Y","N","","","N","","N","","N","","","month","T","0","0","4","Y","<p>Diploma enforcement</p>","Y","<p>Diploma enforcement Thank You</p>","","Y","Remote International Work","1","Y","Cashfree","IN",,"1"
"3","13","Startup Generalist & Virtual Assistant Training Program","EC-Remote International Work","startup-generalist--virtual-assistant-training-program","2026-09-15 23:59:00","66000","6","N","8-10 hours/week","Y","N",,"A","204",,,"N","2022-12-09 19:07:00","2026-08-21 19:08:04",,"N","N","","","N","","N","","N","","","month","T","0","0","3","Y","<div class=""study_col1"">
<h2><strong>Looking for more autonomy at work?</strong></h2>

<p>Being a startup generalist or virtual assistant training program might be the best option for you.</p>
</div>","Y","<p>v</p>","Looking for more autonomy at work? Being a startup generalist or virtual assistant training program might be the best option for you.","N","Remote International Work","10","Y","Cashfree","IN",,"0"
"2","13","Executive Certificate Course in Content Marketing and Strategy","EC-content marketing","executive-certificate-course-in-content-marketing-and-strategy","2023-08-08 18:40:00","40000","3","N","6-8 hrs/week","Y","N",,"P","204",,,"N","2022-12-09 19:02:31","2023-08-10 17:08:17",,"N","Y","","","N","","N","","N","","","month","T","0","0","2","Y","<div class=""study_col1"">
<h2><strong>Launch an international career as a Content Marketer in just 90 days! To learn more about the course</strong></h2>
</div>","Y","<div class=""study_col1"">
<h2><strong>Launch an international career as a Content Marketer in just 90 days! To learn more about the course</strong></h2>
</div>","Launch an international career as a Content Marketer in just 90 days!
To learn more about the course","Y","Remote International Work","1","Y","Cashfree","IN",,"1"
"1","11","Introduction to Corporate Law Practice Tech Team Test","corporate law practice","introduction-to-corporate-law-practice-tech-team-test","2022-12-11 13:12:00","3000","30","N","","N","N",,"P","204",,,"N","2022-12-09 17:23:46","2022-12-13 12:12:36",,"Y","N","<h2 style=""text-align: justify;""><strong>Refund Policy for our Introductory Courses&nbsp;</strong>&nbsp;<br />
(not applicable to other courses)</h2>

<p style=""text-align: justify;"">We are providing a 100% money back guarantee that you will love our course if you actually pursue it.</p>

<p style=""text-align: justify;"">Course fee paid on LawSikho is not refundable as a general rule. However, we are introducing an exception to this, only for a limited time and only for our Introductory courses.</p>

<p style=""text-align: justify;""><strong>List of Courses covered:</strong></p>

<ol>
	<li style=""text-align: justify;"">Introduction to Corporate Law Practice<span style=""white-space:pre""> </span></li>
	<li style=""text-align: justify;"">Introduction to Practical Contract Drafting</li>
	<li style=""text-align: justify;"">Introduction to Intellectual property and media law practice</li>
	<li style=""text-align: justify;"">Introductory Course: Blogging, Paid internships, knowledge management, research and editing jobs</li>
	<li style=""text-align: justify;"">Introduction to Companies Act, 2013</li>
</ol>

<p style=""text-align: justify;"">We understand that it may be difficult for people new to the world of online learning to feel confident and fully understand the power of an online course or a career development program. Especially, when such a programme requires extensive investment of time, energy and money.&nbsp;</p>

<p style=""text-align: justify;"">What we can do here to allay such fears is to offer a money back guarantee. Hence, we are introducing this refund policy as laid down in the following few paragraphs.</p>

<ol>
	<li style=""text-align: justify;"">If a student enrolls into an introductory course from LawSikho.com and after 30 days of usage, does not find any value in the course, then between the 30th day and 45th day counted from the day the course officially began, they can claim back the amount they have paid towards the course as a refund on the following condition:&nbsp;<br />
	<br />
	such person, before claiming refund must have:
	<ul class=""mt-4"">
		<li style=""text-align: justify; margin-left: 40px;"">Attended all the live online classes (in live mode only) in the first 30 days. Attendance in class also must be complete, for instance, if you attend a 60 min class for only 30 minutes, it doesn&rsquo;t count as proper attendance.&nbsp;<strong>Watching a recording of the class does not qualify as attending the live class.</strong>&nbsp;<br />
		and&nbsp;</li>
		<li style=""text-align: justify; margin-left: 40px;"">H/she must have submitted all the assignments issued within the first 30 days successfully. The submissions have to be proper, according to submission requirements. If an assignment is issued within your 30 day period but the deadline comes later, successfully making that submission is also mandatory if you want to claim a refund.&nbsp;<br />
		&nbsp;</li>
	</ul>
	</li>
	<li style=""text-align: justify;"">The intention behind the condition is that only those who actually use the course with full participation and do not find it relevant can claim a refund. One should not be able to claim a refund without actually undergoing the course properly for a month. However, if one diligently follows the course for one month and sees no benefit, despite doing the various exercises and attending live classes, then we are happy to refund such a student in full provided that they raise such a claim between 30th and 45th day from the commencement date of the course batch.</li>
	<li style=""text-align: justify;"">After the 45th day is over, counted from the official commencement date of a batch/course, no refund request shall be entertained. No request will be entertained before the 31st day either.</li>
	<li style=""text-align: justify;"">Days are counted only from the day on which a course formally starts as per batch starting date, and not from the day of your enrollment or payment of fees.</li>
	<li style=""text-align: justify;"">Students who have availed any placement services (including CV Guidance) from Lawsikho while enrolled in any of our introductory courses shall not be eligible for any refund. Further, if you claim refund under this policy, no placement services (including CV guidance) shall be made available to you after such a claim.</li>
	<li style=""text-align: justify;"">If a student has missed any assignments, exercises or classes within the first 30 days, a refund request cannot be entertained. To qualify for this refund policy, one needs to attend classes properly, participate, respond and fully experience the course curriculum. If one joins a class for less than the full duration of the class, for any reason whatsoever, it shall not qualify as proper engagement. Similarly one must submit assignments with a genuine intention of learning and not just to discharge themselves from the task.</li>
	<li style=""text-align: justify;"">In conclusion, once a student enrols for a course and takes all the coursework and accomplished them as suggested for 30 days if s/he still does not like it, and sees no point in pursuing it further, s/he may request refund by writing to&nbsp;<a href=""mailto:refundrequests@lawsikho.in"">refundrequests@lawsikho.in</a>&nbsp;within the next 15 days. We will provide him/her a no-questions-asked refund. After the 45th day, we will not be able to honor any refund request.</li>
	<li style=""text-align: justify;"">We may take a maximum of 60 days to refund the money to the source from which it was paid. However, we try to refund within 14 days after a valid request is made.&nbsp;</li>
	<li style=""text-align: justify;"">We will reserve the right to refuse to sell any course to the person who takes such refund. If you try to buy any other course in future from LawSikho, you must disclose that you have taken such a refund in the past. We will also retain the rights to advertise the fact to our future customers that we made a refund of this nature.&nbsp;</li>
</ol>

<p style=""text-align: justify;"">The problem with providing a course fee refund is that all courses are run as a batch and therefore we admit a limited number of students in each batch. If a person leaves in the middle, it becomes very troublesome for us to fill the vacancy in that batch. Still, we are taking this 100% refund policy as a challenge - that every student who will commit to our courses and teaching methodology properly will see immense benefit in the first month itself and s/he will have no reason to back out even with a full refund.</p>","This is a refund Policy Tagline","N","<div class=""study_col1"">
<h2>You can download the free study material</h2>

<p>Just tell us where it will send</p>
</div>","N","<div class=""study_col1"">
<h2>Thank You For contacting Us</h2>

<p>Get started with your immersive learning experience</p>
</div>","N","","","days","T","0","0","1","N","","N","","","N","NSDC Certified Course,Corporate Law Career","1","Y",,"IN",,"0"
