"id","course_id","content_title","content_details","status","added_date","modified_date","show_more"
"480","74","Imagine","<ul>
	<li>Going from managing someone else&#39;s schedule to wielding the power of information itself!</li>
	<li>As a data scientist, you&#39;ll be the hero behind the scenes, helping businesses make smarter decisions, optimize processes, and reach new heights. Forget $10 an hour &ndash; your expertise commands a premium, with your monthly income reaching well into the six figures.</li>
	<li>The world is your office. No more yearning for travel brochures &ndash; with data science, the world comes to you. Collaborate with international teams, analyze global trends, all from the comfort of your home or a beachside caf&eacute; with Wi-Fi.&nbsp;</li>
	<li>Unlike fancy degrees, data science rewards your curiosity and analytical prowess. No need for years of classroom lectures &ndash; with the right online courses and dedication, you can be job-ready in a fraction of the time.</li>
	<li>The best part? You don&#39;t need a CEO&#39;s pedigree. Sharp problem-solving skills, a knack for numbers, and a love for uncovering hidden patterns are all it takes. Age, location, past experience &ndash; none of it matters. Data science is a meritocracy that rewards your talent and drive.</li>
	<li>Ready to trade in the mundane for the extraordinary?&nbsp;</li>
	<li>Dive into the world of data science. Invest a few hours a day for a few months, and unlock a future brimming with possibilities. The only qualification required? A curious mind and the desire to make a real difference.</li>
	<li>We can train you for this role in 6 months, and all you need is to study with us for 2 hours a day for those 6 months.</li>
	<li>Only qualification needed: good English communication, ability to use a computer and the internet.</li>
	<li>Age, location, lack of experience - no bar.</li>
</ul>
","A","2024-08-28 15:02:18",\N,"N"
"481","74","Who should take this course?","<ul>
	<li>College students who need to become financially independent</li>
	<li>Graduates and people who doesn&rsquo;t have some professional degree and who are struggling to find a job that pays them well</li>
	<li>Anyone with good good understanding of technical skills skills who is earning less than $50,000 annually</li>
	<li>Those who live in a small town or villages and do not find good job opportunities locally.</li>
	<li>Parents of young children who want to work part time from home without having to commute to work</li>
	<li>People having medical conditions which doesn&rsquo;t allow them to do a regular job and earn well</li>
	<li>Any professional who wants to escape the cubicle lifestyle and work as a digital nomad</li>
	<li>Individuals who already operate as freelancers but wish to broaden their skill set or boost their earning potential are considered freelancers looking to improve their skills.</li>
	<li>People are seeking alternative careers, those who want to change careers but require new abilities to make the transition.</li>
</ul>","A","2024-08-28 15:02:46",\N,"N"
"482","74","What is the career potential after doing this course?","<ul>
	<li>You will become data translator, transforming complex datasets into clear, actionable insights that empower businesses to make smarter decisions.</li>
	<li>You will be able to work as a Machine Learning Engineer where you will design and build intelligent systems that learn and improve over time, tackling challenging problems across various industries.</li>
	<li>You will also be able to work as a Business Intelligence Ananlyst and bridge the gap between data and business strategy, providing leadership teams with critical insights to drive growth and innovation.</li>
	<li>The course will equip you for the position of a Data Engineer where you will build and maintain the robust infrastructure that houses and processes massive datasets, ensuring the smooth flow of data for analysis.</li>
	<li>You will also be able to perform as a Data Visualization Specialist and craft compelling data stories that inform, inspire, and engage audiences, turning complex information into easily digestible narratives.</li>
	<li>You will be equipped to craft a stellar Data Science Portfolio and showcase your skills and experience to stand out from the crowd and land your dream data science job.</li>
	<li>You will be able to master High-Demand Skills and identify the most sought-after data science expertise and highlight them on your profile to make a powerful first impression.</li>
	<li>If you want to be a digital nomad, you will also be able to become a Freelancing Pro. We&#39;ll guide you through creating profiles and listing your services on leading freelance platforms like Upwork and Fiverr.</li>
	<li>You will Craft winning proposals that compel clients to choose you for their projects, showcasing your unique value proposition.</li>
	<li>And most importantly, you could land Your Dream Job and Get unmatched placement support, from job sourcing and application writing to interview preparation techniques. We&#39;ll equip you with the tools and confidence to ace your interviews.</li>
</ul>","A","2024-08-28 15:03:14",\N,"N"
"483","74","Money-back guarantee","<p>If you take this course, follow it diligently for a month, attend all classes and do all the exercises but still do not find value in it, or are not able to understand or follow it or not find it good for any reason, we will refund the entire course fee to you. It is a 100% money back guarantee with only one condition, you must pursue it properly for a month. If you don&rsquo;t find it valuable after that, get your entire money back.</p>

<p style=""text-align: center;""><a class=""btn btn-red"" href=""https://lawsikho.com/refund-policy"">View Refund Policy</a></p>
","A","2024-08-28 15:03:38",\N,"N"
"484","74","Training Methodology","<section class=""training"">
<div class=""row "">
<div class=""col-12 col-md-6""><img src=""https://lawsikho.com//images/course-details/online24-7access.png"" />
<div>
<h5>Online 24/7 access</h5>

<p>Access to basic study material through an online learning management system, Android and iOS app</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/hard-copy-study-material.png "" />
<div>
<h5>Hard Copy Study Material</h5>

<p>Hard copy study material modules to be couriered to your address</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/practical-exercises.png "" />
<div>
<h5>Practical Exercises</h5>

<p>2 practical exercises (in <strong>1</strong> assignment) every week, followed by practical assignments and feedback sessions on your submissions</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/live_online_class.png"" />
<div>
<h5>Live Online Classes</h5>

<p>Based on the exercises, there will be a live video-based online class.&nbsp;</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/live-doubt-clearing.png "" />
<div>
<h5>Live Doubt Clearing</h5>

<p>You can ask questions, get your doubt cleared through unlimited doubt clearing sessions</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/class-timings.png "" />
<div>
<h5>Placement</h5>

<p>Placement assistance for securing job and internship opportunities and assistance for securing freelancing opportunities</p>
</div>
</div>
</div>
</section>
","A","2024-08-28 15:04:10",\N,"N"
"485","74","Which hands on projects will you do in this course?","<ul>
	<li><strong>Peak Traffic Time in City</strong>&nbsp;- This study offers in sight into vehicle flow that can be useful for traffic study and management.</li>
	<li><strong>Face Expression Recognizer&nbsp;</strong>- In this project, you will learn to use computer Vision Techniques to detect Human Emotions such as Angry, Sad, Happy, Disgust, Fear, etc. to build a Facial Emotion Detector.</li>
	<li><strong>Drugs Prescription using Reviews&nbsp;</strong>- In this Project, you will learn how to deal with Data having Textual Features, you will also learn NLP Techniques to transform and Process the Data to find out Important Insights.&nbsp;&nbsp;</li>
	<li><strong>Air Quality Prediction</strong>&nbsp;- In this Project, you will learn to forecast the Air Quality Index of places with Time Series models like ARIMA, SARIMA, and SARIMAX. Also, as pollution levels increase in winter. So, these models can identify the seasonal trends as well.</li>
	<li><strong>Stock Market Prediction</strong>&nbsp;- In this Project, you will learn to analyze and the Stock Market Prices using Time Series Forecasting, Advanced Deep Learning Models and different Statistical features.</li>
	<li><strong>Inflation Rate Forecasting</strong>&nbsp;- In this project, you will learn how to forecast the inflation rates. You will use the Seasonal Autoregressive Integrated Moving Average, or SARIMA, Method for time series HICP forecasting with univariate data containing trends and seasonality.</li>
	<li><strong>Predict the Height and Weight of a Person</strong>&nbsp;- In this project, you will explore and prepare a dataset to predict the height of a person based on their age, gender and weight.</li>
	<li><strong>Determining Status of Loan Application</strong>&nbsp;- In this Project Course you will learn how to Implement a Classification Analysis Predictive Model for Determining whether a Person should be Granted Loan or Not.</li>
	<li><strong>Open Job Analysis and Recommendation</strong>&nbsp;- You will analyze the factor and metrics for Quality Oriented Jobs by searching relevant jobs using Recommenders Systems.</li>
	<li><strong>Sample Superstore Orders Data Analysis using Excel</strong>&nbsp;- In this project, you will analyze the sales data and identify weak areas and opportunities for Super Store to boost business growth.</li>
</ul>","A","2024-08-28 15:04:34",\N,"N"
"486","74","Languages and Tools Covered","<style type=""text/css"">.recruiter_logos {
    display: flex;
    flex-wrap: wrap;
    margin-bottom: 40px;
  }
  .recruiter_logos .rec_log {
    flex: 0 0 20%;
  }
  .rec_log_inner {
    background: #fff;
    padding: 4px;
    display: flex;
    align-items: center;
    justify-content: center;
    border-radius: 4px;
  }
  @media (max-width: 991px) {
    .recruiter_logos .rec_log {
      flex: 0 0 33%;
    }
  }
  @media (max-width: 480px) {
    .recruiter_logos .rec_log {
      flex: 0 0 50%;
    }
  }
</style>
<div class=""recruiter_logos"">
<div class=""rec_log"">
<div class=""rec_log_inner""><img alt="""" src=""https://admin.skillarbitra.ge/assets/uploads/media-library/excellogo1-1721127152.png"" /></div>
</div>

<div class=""rec_log"">
<div class=""rec_log_inner""><img alt="""" src=""https://admin.skillarbitra.ge/assets/uploads/media-library/numpylogo-1721127216.png"" /></div>
</div>

<div class=""rec_log"">
<div class=""rec_log_inner""><img alt="""" src=""https://admin.skillarbitra.ge/assets/uploads/media-library/powerbilogo-1721127303.png"" /></div>
</div>

<div class=""rec_log"">
<div class=""rec_log_inner""><img alt="""" src=""https://admin.skillarbitra.ge/assets/uploads/media-library/pandaslogo-1721127330.png"" /></div>
</div>

<div class=""rec_log"">
<div class=""rec_log_inner""><img alt="""" src=""https://admin.skillarbitra.ge/assets/uploads/media-library/jupyterlogo-1721127357.png"" /></div>
</div>

<div class=""rec_log"">
<div class=""rec_log_inner""><img alt="""" src=""https://admin.skillarbitra.ge/assets/uploads/media-library/matplotliblogo-1721127386.png"" /></div>
</div>

<div class=""rec_log"">
<div class=""rec_log_inner""><img alt="""" src=""https://admin.skillarbitra.ge/assets/uploads/media-library/tableaulogo-1721127413.png"" /></div>
</div>

<div class=""rec_log"">
<div class=""rec_log_inner""><img alt="""" src=""https://admin.skillarbitra.ge/assets/uploads/media-library/mysqllogo-1721127437.png"" /></div>
</div>

<div class=""rec_log"">
<div class=""rec_log_inner""><img alt="""" src=""https://admin.skillarbitra.ge/assets/uploads/media-library/seaboarnlogo-1721127607.png"" /></div>
</div>

<div class=""rec_log"">
<div class=""rec_log_inner""><img alt="""" src=""https://admin.skillarbitra.ge/assets/uploads/media-library/scrapylogo-1721127643.png"" /></div>
</div>

<div class=""rec_log"">
<div class=""rec_log_inner""><img alt="""" src=""https://admin.skillarbitra.ge/assets/uploads/media-library/colablogo-1721127667.png"" /></div>
</div>
</div>
","A","2024-08-28 15:05:04",\N,"N"
"487","30","What is unique about this course","<ul>
	<li><span style=""color:#000000"">US Accounting Skills: Gain a broad set of skills in US accounting and bookkeeping, preparing you for remote freelance opportunities and global client acquisition.</span></li>
	<li><span style=""color:#000000"">Learn Key Software: Master essential tools like QuickBooks, Xero, and Zoho by the end of the course.</span></li>
	<li><span style=""color:#000000"">Market-Specific Expertise: Acquire capabilities tailored to the needs of small to medium-sized US businesses, as well as law and CPA firms.</span></li>
	<li><span style=""color:#000000"">Profile Building Assistance: Get help creating professional profiles on platforms like Upwork, Fiverr, and LinkedIn.</span></li>
	<li><span style=""color:#000000"">Interactive Expert-led Classes: Participate in dynamic classes with expert guidance and real-time doubt resolution.</span></li>
	<li><span style=""color:#000000"">Personalized Support and Feedback: Benefit from a dedicated course anchor and receive actionable feedback on assignments to improve your performance.</span></li>
</ul>
","A","2024-09-06 17:43:46","2025-06-23 22:06:19","N"
"488","30","Potential Employers or Clients","<ol>
	<li><span style=""color:#000000"">Public accounting firms</span></li>
	<li><span style=""color:#000000"">Freelancing</span></li>
	<li><span style=""color:#000000"">Corporate finance departments</span></li>
	<li><span style=""color:#000000"">Small and Medium size companies</span></li>
	<li><span style=""color:#000000"">Startups</span></li>
	<li><span style=""color:#000000"">Non-Profit Organizations</span></li>
	<li><span style=""color:#000000"">CPA&rsquo;s&nbsp;</span></li>
	<li><span style=""color:#000000"">Industry-specific roles</span></li>
	<li><span style=""color:#000000"">Anyone who is doing business</span></li>
</ol>
","A","2024-09-06 17:52:37","2025-06-24 14:06:58","N"
"489","30","Learning Objectives","<ul>
	<li><span style=""color:#000000"">GAAP Proficiency: Develop a thorough understanding of GAAP to govern U.S. financial reporting and accounting practices.</span></li>
	<li><span style=""color:#000000"">Financial Statement Mastery: Learn to create and analyze financial statements effectively.</span></li>
	<li><span style=""color:#000000"">Software Proficiency: Master essential accounting software like Quickbooks, Xero, and Zoho for efficient bookkeeping.</span></li>
	<li><span style=""color:#000000"">Financial Reconciliation Skills: Gain skills in payroll processing and bank reconciliations to ensure accurate financial records and compliance.</span></li>
</ul>
","A","2024-09-06 18:05:29","2025-06-23 22:06:07","N"
"490","76","Who should take this course","<ul>
	<li><span style=""color:#000000"">Young professionals who want to accelerate their career growth</span></li>
	<li><span style=""color:#000000"">Mid-career professionals looking for leadership &amp; CXO roles</span></li>
	<li><span style=""color:#000000"">Entrepreneurs looking to develop a massive personal brand</span></li>
	<li><span style=""color:#000000"">Retired professionals looking for lucrative post-retirement opportunities</span></li>
	<li><span style=""color:#000000"">Anyone looking to build a powerful personal brand</span></li>
</ul>
","A","2024-09-13 16:40:56",\N,"N"
"491","76","Training Methodology","<section class=""training"">
<div class=""row "">
<div class=""col-12 col-md-6""><img src=""https://lawsikho.com//images/course-details/online24-7access.png"" />
<div>
<h6>2 group training programs every week, training session and follow-up session, i.e. 24 training sessions + 24 follow-up sessions</h6>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/hard-copy-study-material.png "" />
<div>
<h6>Upto 5 one-on-one sessions for personal guidance (once you attend at least 10 live classes)</h6>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/practical-exercises.png "" />
<div>
<h6>Every session will have an assignment</h6>
</div>
</div>
</div>
</section>
","A","2024-09-13 16:42:31",\N,"N"
"492","76","Training session themes","<ul>
	<li><span style=""color:#000000"">Assessing your current profile and personal brand</span></li>
	<li><span style=""color:#000000"">PR: How to get media coverage (paid and unpaid)</span></li>
	<li><span style=""color:#000000"">How to get featured on high-impact podcasts</span></li>
	<li><span style=""color:#000000"">How to leverage ghost-writers and content creators to build your social media presence</span></li>
	<li><span style=""color:#000000"">Your Google search page and footprint&nbsp;</span></li>
	<li><span style=""color:#000000"">Getting your interviews published in mainstream media</span></li>
	<li><span style=""color:#000000"">How to publish thought leadership articles</span></li>
	<li><span style=""color:#000000"">Self-assessment and re-calibrating your strategy&nbsp;</span></li>
	<li><span style=""color:#000000"">How to get a book contract</span></li>
	<li><span style=""color:#000000"">How to get speaker invites for conferences and top universities</span></li>
	<li><span style=""color:#000000"">How to get on the advisory board of startups across the world</span></li>
	<li><span style=""color:#000000"">Personal branding on LinkedIn</span></li>
	<li><span style=""color:#000000"">Leveraging Twitter to get noticed</span></li>
	<li><span style=""color:#000000"">How to build relationships with executive search firms and headhunters</span></li>
	<li><span style=""color:#000000"">Self-assessment and re-calibrating your strategy&nbsp;</span></li>
	<li><span style=""color:#000000"">How to get high-impact recommendations</span></li>
	<li><span style=""color:#000000"">How to find 30 people who can change your life and build a strong professional network&nbsp;</span></li>
	<li><span style=""color:#000000"">How to get into TV debates</span></li>
	<li><span style=""color:#000000"">Receiving awards and getting on lists that increase your credibility</span></li>
	<li><span style=""color:#000000"">Pro bono work, social impact and networking&nbsp;</span></li>
	<li><span style=""color:#000000"">Finding the 5 mentors who open doors for you</span></li>
	<li><span style=""color:#000000"">Documenting case studies that showcase your success</span></li>
	<li><span style=""color:#000000"">Getting freelance work that builds your credibility in corporate governance</span></li>
	<li><span style=""color:#000000"">Assessment of your progress and creating the next journey</span></li>
</ul>
","A","2024-09-13 16:45:27",\N,"N"
"493","76","What kind of assignments will you get","<p>You will be working on assignments to improve your personal brand and profile.</p>
","A","2024-09-13 16:54:36",\N,"N"
"494","76","Money back guarantee","<p>If you take this course, follow it diligently for a month, do all the exercises but still do not find value in it, or not able to understand or follow it or not find it good for any reason, we will refund the entire course fee to you. It is a 100% money-back guarantee with only one condition, you must pursue it properly for a month. If you don&rsquo;t find it valuable after that, get your entire money back.</p>

<p style=""text-align: center;""><a class=""btn btn-red"" href=""https://skillarbitra.ge/refund-policy"" style=""text-align: center;"">View Refund Policy</a></p>
","A","2024-09-13 16:56:51","2024-09-13 18:09:26","N"
"495","77","Introduction","<p>Many people are worried about the implications of generative AI tools such as Chat GPT.&nbsp;</p>

<p>How will AI affect senior professionals? Have you thought about this question?&nbsp;</p>

<p>Here&rsquo;s our take.&nbsp;</p>

<p>AI still needs humans to run and operate it. If we use it right, it can increase our efficiency by 10x, but it cannot do work by itself.&nbsp;<br />
This means that those who learn how to use AI will have a massive advantage over those who do not use AI to do better at their jobs.</p>

<p>And this includes senior professionals.&nbsp;</p>

<p>If you want to grow to the next level, it will be important to embrace and use AI to our advantage, rather than being amongst those who are phased out by it.&nbsp;</p>

<p>Learning how to use AI could also be your unfair advantage that enables you to stay relevant in the changing times, and have another feather on your cap.&nbsp;</p>

<p>The goal of this program is to enable you to use AI as a co-pilot for all your professional work, especially your brand building, drastically improve your productivity, effectiveness, and regularly play &ldquo;out of your league&rdquo; and generate surprisingly good results, on a consistent basis.</p>
","A","2024-09-13 17:30:42",\N,"N"
"496","77","Who should take this course","<ul>
	<li>Professionals who want to deepen their understanding of Generative AI and Prompt Engineering techniques, and learn how to implement and optimize large language models for more effective data-driven solutions.</li>
	<li>Individuals with a background in software development looking to transition into Generative AI roles. This course provides the necessary knowledge to build, deploy, and maintain AI models and automated analytics systems.</li>
	<li>Those passionate about AI and its applications, including academic researchers and hobbyists, wish to gain a structured and comprehensive understanding of current AI technologies and their practical implementations.</li>
	<li>Experts in business intelligence and data-driven decision-making who want to leverage AI and advanced analytics to gain deeper insights, automate processes, and improve strategic outcomes for their organizations.</li>
	<li>Recent graduates and students in fields related to computer science, engineering, mathematics, or statistics who are looking to specialize in AI and data analytics, preparing themselves for a career in one of the most dynamic and in-demand areas of technology.</li>
</ul>
","A","2024-09-13 17:31:07","2025-04-25 20:04:14","N"
"497","77","Money-back guarantee","<p>If you take this course, follow it diligently for a month, do all the exercises but still do not find value in it, or not able to understand or follow it or not find it good for any reason, we will refund the entire course fee to you. It is a 100% money-back guarantee with only one condition, you must pursue it properly for a month. If you don&rsquo;t find it valuable after that, get your entire money back.</p>

<p style=""text-align: center;""><a class=""btn btn-red"" href=""https://skillarbitra.ge/refund-policy"" style=""text-align: center;"">View Refund Policy</a></p>
","A","2024-09-13 17:31:32",\N,"N"
"498","77","Training Methodology","<section class=""training"">
<div class=""row "">
<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src=""https://lawsikho.com//images/course-details/online24-7access.png"" />
<h5>Online 24/7 access</h5>
</div>

<div>
<p>Access to basic study material through an online learning management system, Android and iOS app</p>
</div>
</div>

<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src="" https://lawsikho.com//images/course-details/hard-copy-study-material.png "" />
<h5>Hard Copy Study Material</h5>
</div>

<div>
<p>Hard copy study material modules to be couriered to your address</p>
</div>
</div>

<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src="" https://lawsikho.com//images/course-details/practical-exercises.png "" />
<h5>Practical Exercises</h5>
</div>

<div>
<p>2 practical exercises every week, followed by written feedback. There will be in class exercises, take home exercises, chapter wise MCQs and even some individual capstone projects</p>
</div>
</div>

<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src="" https://lawsikho.com//images/course-details/live_online_class.png"" />
<h5>Live Online Classes</h5>
</div>

<div>
<p>Based on the exercises, there will be a live video-based online class. You can ask questions, share your screen, get personal feedback in this class.</p>
</div>
</div>

<div class=""col-12 col-md-6 mb-2 mt-2"">
<div class=""traning_box""><img src="" https://lawsikho.com//images/course-details/live-doubt-clearing.png "" />
<h5>Live Doubt Clearing</h5>
</div>

<div>
<p>You can ask questions, get your doubt cleared live as well as through online forums</p>
</div>
</div>
</div>
</section>
","A","2024-09-13 17:32:01","2024-09-13 18:09:51","N"
"499","78","Key Highlights","<ul>
	<li><span style=""color:#000000"">Build a high-demand profile to work with startups, SMEs, top executives, law firm partners, and professionals as a well-paid freelancer, content writer, or virtual assistant.</span></li>
	<li><span style=""color:#000000"">Non-technical skills are sufficient for remote work; this course helps you gain sought-after abilities without needing to be a software engineer or lawyer.</span></li>
	<li><span style=""color:#000000"">Escape office routines and commutes; remote work allows you to travel or live wherever you wish.</span></li>
	<li><span style=""color:#000000"">Gain access to flexible jobs, internships, or freelance opportunities, potentially earning USD 6,000-10,000 monthly while enjoying work-life balance.</span></li>
	<li><span style=""color:#000000"">Learn to create an appealing profile for startups, influencers, and executives who will value your support, paying USD 30-40 per hour.</span></li>
	<li><span style=""color:#000000"">Master these skills in 3 months, 2 hours daily, as long as your English is strong; a foreign language is a plus.</span></li>
	<li><span style=""color:#000000"">After completing this course, Full-time, part-time, or freelance remote work options are available.</span></li>
	<li><span style=""color:#000000"">Over 5,000 students from India have achieved remote roles globally; you could be next.</span></li>
</ul>
","A","2024-09-13 17:52:01","2024-11-30 18:11:41","N"
"500","78","Introduction","<ol>
	<li><span style=""color:#000000"">Want to earn well as a student or recent graduate to support yourself and your family?</span></li>
	<li><span style=""color:#000000"">Have you ever heard it&rsquo;s impossible to earn as a student and still searching for solutions?</span></li>
	<li><span style=""color:#000000"">Lacking practical skills in college to gain financial independence?</span></li>
	<li><span style=""color:#000000"">Feeling limited by low-paying job options for graduates in your city?</span></li>
	<li><span style=""color:#000000"">Unsure of how to find training that allows independent, remote work?</span></li>
	<li><span style=""color:#000000"">Are you confused about networking or approaching clients, startups, or executives?</span></li>
	<li><span style=""color:#000000"">Do you think your communication skills for landing jobs or projects need improvement?</span></li>
</ol>

<p>&nbsp;</p>
","A","2024-09-13 17:52:34","2024-11-30 18:11:48","N"
"501","78","Why did we make this course?","<ul>
	<li>Are you struggling in a dead end job that pays too less and forces you to be stuck in a cubicle?</li>
	<li>Do you want more freedom while you get paid well for your work?</li>
	<li>Are you a student in need to have a supplemental side income? Are you a parent who needs more time to spend with their family without giving up on their career?</li>
	<li>Do you belong to a small town where good job opportunities are hard to come by?</li>
	<li>Are you someone who doesn&rsquo;t have a professional degree and still wants to earn well?</li>
	<li>Are you someone who is struggling because no one notices your profile?</li>
	<li>Do you want to explore the world as a digital nomad while earning handsomely by working a few hours every day no matter where you are?</li>
	<li>Are you someone who tried to make a profile on freelance platforms but couldn&rsquo;t get any work?</li>
</ul>
","P","2024-09-13 17:54:04","2024-10-25 11:10:47","N"
"502","78","Imagine","<ul>
	<li><span style=""color:#000000"">Support business leaders by keeping schedules smooth, producing high-quality content for blogs, guest posts, and social media.</span></li>
	<li><span style=""color:#000000"">Assist CEOs with social media, business communications, content creation, outreach, and brand-building.</span></li>
	<li><span style=""color:#000000"">Earn $10 per hour and up to $2,000 monthly with payments direct to your account, regardless of your client&rsquo;s location.</span></li>
	<li><span style=""color:#000000"">No fancy degree or complex skills needed; work remotely and travel freely.</span></li>
	<li><span style=""color:#000000"">This is achievable as a freelancer or virtual assistant, a role that can lead to even better opportunities.</span></li>
	<li><span style=""color:#000000"">Just build a strong profile on the right platforms and learn basics like blog writing to support startups and brands.</span></li>
	<li><span style=""color:#000000"">We train you in 6 months with just 2 hours of study daily.</span></li>
	<li><span style=""color:#000000"">Required skills: good English, primary computer, and internet use&mdash;age, location, and experience don&rsquo;t matter.</span><br />
	</li>
</ul>
","A","2024-09-13 17:55:01","2024-11-30 19:11:53","N"
"503","78","Who should take this course?","<ul>
	<li><span style=""color:#000000"">College students aiming for financial independence.</span></li>
	<li><span style=""color:#000000"">Graduates without a professional degree struggling for high-paying jobs.</span></li>
	<li><span style=""color:#000000"">Anyone with strong English skills earning under Rs 50,000/month.</span></li>
	<li><span style=""color:#000000"">Those in small towns or villages lack local job options.</span></li>
	<li><span style=""color:#000000"">Parents want part-time, remote work without commuting.</span></li>
	<li><span style=""color:#000000"">People with medical conditions preventing traditional jobs.</span></li>
	<li><span style=""color:#000000"">Professionals seeking a digital nomad lifestyle away from office cubicles.</span></li>
</ul>
","A","2024-09-13 17:55:27","2024-11-30 19:11:35","N"
"504","78","What is the career potential after doing this course?","<ul>
	<li><span style=""color:#000000"">Work as a virtual assistant for CEOs, founders, and busy professionals.</span></li>
	<li><span style=""color:#000000"">Roles include content strategist, marketing manager, social media manager, blogger, ghostwriter, research assistant, caption writer, and business developer.</span></li>
	<li><span style=""color:#000000"">Access remote entry-level roles in sales, marketing, PR, operations, and customer service with SMEs and startups, especially in the US.</span></li>
	<li><span style=""color:#000000"">Similar opportunities exist in the Middle East, UK, Europe, Canada, Australia, and other developed regions.</span></li>
	<li><span style=""color:#000000"">Remote jobs in developed countries often pay better than local roles in developing nations.</span></li>
	<li><span style=""color:#000000"">This course also prepares you for operational roles in US startups</span><br />
	</li>
</ul>
","A","2024-09-13 17:58:17","2024-11-30 19:11:37","N"
"505","78","What is unique about this course?","<ul>
	<li><span style=""color:#000000"">Practical training by experts to create high-impact profiles and secure remote work.</span></li>
	<li><span style=""color:#000000"">Guidance on highlighting in-demand tasks to make your profile market-ready.</span></li>
	<li><span style=""color:#000000"">Support to list gigs on major freelance platforms.</span></li>
	<li><span style=""color:#000000"">Training on crafting persuasive proposals to attract clients.</span></li>
	<li><span style=""color:#000000"">Learn to set and negotiate competitive rates to stay ahead of competitors.</span></li>
	<li><span style=""color:#000000"">Extensive placement support includes job sourcing, proposal writing, social media use, building a track record, and interview training.</span></li>
	<li><span style=""color:#000000"">With dedication, we&rsquo;ll help you start a rewarding career in 6 months</span><br />
	</li>
</ul>
","A","2024-09-13 18:00:53","2024-11-30 19:11:43","N"
"506","78","Money-back guarantee","<p>If you take this course, follow it diligently for a month, attend all the classes, do all the exercises but still do not find value in it, or not able to understand or follow it or not find it good for any reason, we will refund the entire course fee to you. It is a 100% money-back guarantee with only one condition, you must pursue it properly for a month. If you don&rsquo;t find it valuable after that, get your entire money back.</p>

<p style=""text-align: center;""><a class=""btn btn-red"" href=""https://skillarbitra.ge/refund-policy"" style=""text-align: center;"">View Refund Policy</a></p>
","A","2024-09-13 18:01:32",\N,"N"
"507","78","Training Methodology","<section class=""training"">
<div class=""row "">
<div class=""col-12 col-md-6""><img src=""https://lawsikho.com//images/course-details/online24-7access.png"" />
<div>
<h6>Online 24/7 access</h6>

<p>Study material available via online platform, Android, and iOS apps.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/hard-copy-study-material.png "" />
<div>
<h6>Hard Copy Study Material</h6>

<p>Study modules delivered to your address.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/practical-exercises.png "" />
<div>
<h6>Practical Exercises</h6>

<p>Weekly assignments with two practical exercises, followed by written feedback.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/live_online_class.png"" />
<div>
<h6>Live Online Classes</h6>

<p>Interactive video classes for feedback and screen sharing.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/class-timings.png "" />
<div>
<h6>Convenient Class timings</h6>

<p>Classes areClasses held after work hours, typically on Sunday afternoons or 8-9 pm on weekdays.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/live-doubt-clearing.png "" />
<div>
<h6>Live Doubt Clearing</h6>

<p>&nbsp;Real-time Q&amp;A in classes and on online forums.</p>
</div>
</div>

<div class=""col-12 col-md-6""><img src="" https://lawsikho.com//images/course-details/class-timings.png "" />
<div>
<h6>Placement</h6>

<p>&nbsp;Assistance with job, internship, and freelancing opportunities.</p>
</div>
</div>
</div>
</section>
","A","2024-09-13 18:02:14","2024-11-30 19:11:42","N"
"508","78","Client Opportunities, freelancing opportunities & Recruitment Support where required","<p>Many startups, MNCs, and law firms are happy to recruit our high performing students. If you do well in your exercises and classes, we can help you to get freelance work, remote jobs and&nbsp; internships.</p>

<p>Our team will assist students in building a profile on freelancing platforms such as Upwork and Fiverr, in listing gigs and making attractive proposals.&nbsp;</p>
","P","2024-09-13 18:02:41","2024-10-25 11:10:17","N"
